source_ENSEMBL target_ENSEMBL interaction
ENSG00000170312 ENSG00000129152 -1
ENSG00000170312 ENSG00000185666 1
ENSG00000170312 ENSG00000069956 1
ENSG00000170312 ENSG00000111057 1
ENSG00000170312 ENSG00000088833 -1
ENSG00000170312 ENSG00000152661 -1
ENSG00000170312 ENSG00000097007 1
ENSG00000170312 ENSG00000105722 -1
ENSG00000170312 ENSG00000069275 -1
ENSG00000170312 ENSG00000169679 1
ENSG00000170312 ENSG00000104529 1
ENSG00000170312 ENSG00000117450 -1
ENSG00000170312 ENSG00000128951 1
ENSG00000170312 ENSG00000085840 1
ENSG00000170312 ENSG00000064012 -1
ENSG00000170312 ENSG00000171791 -1
ENSG00000170312 ENSG00000168303 1
ENSG00000170312 ENSG00000183955 1
ENSG00000170312 ENSG00000100401 1
ENSG00000170312 ENSG00000130816 1
ENSG00000170312 ENSG00000078900 -1
ENSG00000170312 ENSG00000176208 -1
ENSG00000170312 ENSG00000136504 1
ENSG00000170312 ENSG00000068903 -1
ENSG00000170312 ENSG00000132906 -1
ENSG00000170312 ENSG00000130177 1
ENSG00000170312 ENSG00000178209 -1
ENSG00000170312 ENSG00000169083 1
ENSG00000170312 ENSG00000239672 1
ENSG00000170312 ENSG00000077721 1
ENSG00000170312 ENSG00000053900 1
ENSG00000170312 ENSG00000149948 -1
ENSG00000170312 ENSG00000143384 -1
ENSG00000170312 ENSG00000121774 1
ENSG00000170312 ENSG00000102908 1
ENSG00000170312 ENSG00000164611 1
ENSG00000170312 ENSG00000167323 -1
ENSG00000170312 ENSG00000110321 1
ENSG00000170312 ENSG00000135476 -1
ENSG00000170312 ENSG00000110697 1
ENSG00000170312 ENSG00000141446 -1
ENSG00000170312 ENSG00000185591 1
ENSG00000170312 ENSG00000150907 -1
ENSG00000170312 ENSG00000112029 -1
ENSG00000170312 ENSG00000215301 -1
ENSG00000170312 ENSG00000035928 -1
ENSG00000170312 ENSG00000123143 1
ENSG00000170312 ENSG00000026025 -1
ENSG00000170312 ENSG00000149554 1
ENSG00000170312 ENSG00000140464 -1
ENSG00000170312 ENSG00000132182 1
ENSG00000170312 ENSG00000156970 1
ENSG00000170312 ENSG00000095787 1
ENSG00000170312 ENSG00000163950 -1
ENSG00000170312 ENSG00000111206 1
ENSG00000170312 ENSG00000117748 1
ENSG00000170312 ENSG00000155438 1
ENSG00000170312 ENSG00000106462 -1
ENSG00000170312 ENSG00000120539 1
ENSG00000170312 ENSG00000063245 -1
ENSG00000170312 ENSG00000168496 -1
ENSG00000170312 ENSG00000084234 1
ENSG00000170312 ENSG00000137309 -1
ENSG00000170312 ENSG00000172531 -1
ENSG00000170312 ENSG00000002330 1
ENSG00000170312 ENSG00000101224 1
ENSG00000170312 ENSG00000138069 -1
ENSG00000170312 ENSG00000198901 1
ENSG00000170312 ENSG00000198625 -1
ENSG00000170312 ENSG00000072864 1
ENSG00000170312 ENSG00000011405 -1
ENSG00000170312 ENSG00000124813 1
ENSG00000170312 ENSG00000124151 -1
ENSG00000185324 ENSG00000157557 -1
ENSG00000008128 ENSG00000248333 1
ENSG00000008128 ENSG00000175390 -1
ENSG00000248333 ENSG00000175390 -1
ENSG00000167258 ENSG00000181222 1
ENSG00000167258 ENSG00000284832 1
ENSG00000058091 ENSG00000070018 1
ENSG00000058091 ENSG00000158710 -1
ENSG00000102225 ENSG00000073969 1
ENSG00000117266 ENSG00000167580 -1
ENSG00000155111 ENSG00000175390 1
ENSG00000123374 ENSG00000145386 1
ENSG00000123374 ENSG00000101773 1
ENSG00000123374 ENSG00000184481 -1
ENSG00000123374 ENSG00000137309 -1
ENSG00000123374 ENSG00000135457 -1
ENSG00000123374 ENSG00000165556 -1
ENSG00000123374 ENSG00000108946 1
ENSG00000123374 ENSG00000130816 1
ENSG00000123374 ENSG00000088325 -1
ENSG00000123374 ENSG00000149554 1
ENSG00000123374 ENSG00000121058 1
ENSG00000123374 ENSG00000166949 -1
ENSG00000123374 ENSG00000112118 1
ENSG00000123374 ENSG00000147854 1
ENSG00000123374 ENSG00000109906 -1
ENSG00000123374 ENSG00000075711 1
ENSG00000123374 ENSG00000105325 -1
ENSG00000123374 ENSG00000184357 1
ENSG00000123374 ENSG00000073282 -1
ENSG00000123374 ENSG00000005156 -1
ENSG00000123374 ENSG00000068903 -1
ENSG00000123374 ENSG00000129355 1
ENSG00000123374 ENSG00000091831 1
ENSG00000123374 ENSG00000115738 -1
ENSG00000123374 ENSG00000091732 -1
ENSG00000123374 ENSG00000073111 1
ENSG00000123374 ENSG00000105486 1
ENSG00000123374 ENSG00000149308 1
ENSG00000123374 ENSG00000111206 1
ENSG00000123374 ENSG00000141510 1
ENSG00000123374 ENSG00000084676 1
ENSG00000123374 ENSG00000158402 1
ENSG00000123374 ENSG00000111276 -1
ENSG00000123374 ENSG00000105173 -1
ENSG00000123374 ENSG00000167900 -1
ENSG00000123374 ENSG00000103126 1
ENSG00000123374 ENSG00000104738 -1
ENSG00000123374 ENSG00000133740 1
ENSG00000123374 ENSG00000032219 -1
ENSG00000123374 ENSG00000141646 -1
ENSG00000123374 ENSG00000113368 1
ENSG00000123374 ENSG00000117450 -1
ENSG00000123374 ENSG00000135913 1
ENSG00000123374 ENSG00000141568 1
ENSG00000123374 ENSG00000144852 -1
ENSG00000123374 ENSG00000141456 1
ENSG00000123374 ENSG00000108091 1
ENSG00000123374 ENSG00000115524 1
ENSG00000123374 ENSG00000149269 -1
ENSG00000123374 ENSG00000129152 -1
ENSG00000123374 ENSG00000139687 -1
ENSG00000123374 ENSG00000085721 1
ENSG00000123374 ENSG00000103479 -1
ENSG00000123374 ENSG00000001167 1
ENSG00000123374 ENSG00000101412 -1
ENSG00000123374 ENSG00000124762 -1
ENSG00000123374 ENSG00000103540 -1
ENSG00000123374 ENSG00000082175 -1
ENSG00000123374 ENSG00000153107 -1
ENSG00000123374 ENSG00000012048 1
ENSG00000123374 ENSG00000077721 1
ENSG00000123374 ENSG00000087494 -1
ENSG00000123374 ENSG00000145604 1
ENSG00000123374 ENSG00000160294 1
ENSG00000123374 ENSG00000172531 -1
ENSG00000123374 ENSG00000283100 -1
ENSG00000123374 ENSG00000173020 -1
ENSG00000123374 ENSG00000135679 -1
ENSG00000123374 ENSG00000136997 1
ENSG00000123374 ENSG00000164053 1
ENSG00000123374 ENSG00000150907 -1
ENSG00000123374 ENSG00000172216 1
ENSG00000123374 ENSG00000138376 1
ENSG00000123374 ENSG00000078900 -1
ENSG00000123374 ENSG00000101057 1
ENSG00000123374 ENSG00000094804 -1
ENSG00000123374 ENSG00000185591 1
ENSG00000123374 ENSG00000117318 -1
ENSG00000123374 ENSG00000115942 1
ENSG00000123374 ENSG00000058453 -1
ENSG00000123374 ENSG00000108312 1
ENSG00000123374 ENSG00000181163 -1
ENSG00000123374 ENSG00000106462 1
ENSG00000123374 ENSG00000113580 1
ENSG00000123374 ENSG00000100084 1
ENSG00000123374 ENSG00000004897 -1
ENSG00000156345 ENSG00000112144 1
ENSG00000156345 ENSG00000123374 1
ENSG00000111328 ENSG00000123374 -1
ENSG00000250506 ENSG00000135457 -1
ENSG00000250506 ENSG00000177606 1
ENSG00000250506 ENSG00000101412 -1
ENSG00000250506 ENSG00000123268 1
ENSG00000250506 ENSG00000139687 -1
ENSG00000250506 ENSG00000183814 1
ENSG00000135446 ENSG00000012048 -1
ENSG00000135446 ENSG00000117450 -1
ENSG00000135446 ENSG00000141456 1
ENSG00000135446 ENSG00000103479 -1
ENSG00000135446 ENSG00000111206 1
ENSG00000135446 ENSG00000122180 -1
ENSG00000135446 ENSG00000068305 -1
ENSG00000135446 ENSG00000129152 -1
ENSG00000135446 ENSG00000149187 1
ENSG00000135446 ENSG00000081189 -1
ENSG00000135446 ENSG00000108946 1
ENSG00000135446 ENSG00000139687 -1
ENSG00000135446 ENSG00000166949 -1
ENSG00000135446 ENSG00000080839 -1
ENSG00000135446 ENSG00000116604 -1
ENSG00000135446 ENSG00000020633 -1
ENSG00000135446 ENSG00000068028 -1
ENSG00000135446 ENSG00000198625 1
ENSG00000164885 ENSG00000169083 1
ENSG00000164885 ENSG00000076944 -1
ENSG00000164885 ENSG00000149269 -1
ENSG00000164885 ENSG00000092820 1
ENSG00000164885 ENSG00000088325 1
ENSG00000164885 ENSG00000131771 1
ENSG00000164885 ENSG00000117632 -1
ENSG00000164885 ENSG00000171368 -1
ENSG00000164885 ENSG00000115317 1
ENSG00000164885 ENSG00000178394 -1
ENSG00000164885 ENSG00000102879 1
ENSG00000164885 ENSG00000149311 1
ENSG00000164885 ENSG00000113580 -1
ENSG00000164885 ENSG00000130816 1
ENSG00000164885 ENSG00000196689 1
ENSG00000164885 ENSG00000172531 -1
ENSG00000164885 ENSG00000082701 1
ENSG00000164885 ENSG00000078053 1
ENSG00000164885 ENSG00000110931 -1
ENSG00000164885 ENSG00000158748 -1
ENSG00000164885 ENSG00000080815 1
ENSG00000164885 ENSG00000169032 -1
ENSG00000164885 ENSG00000164867 -1
ENSG00000164885 ENSG00000109339 -1
ENSG00000164885 ENSG00000173406 1
ENSG00000164885 ENSG00000180176 1
ENSG00000164885 ENSG00000176749 -1
ENSG00000164885 ENSG00000185345 -1
ENSG00000164885 ENSG00000136854 -1
ENSG00000164885 ENSG00000137076 1
ENSG00000164885 ENSG00000164715 1
ENSG00000164885 ENSG00000135439 1
ENSG00000164885 ENSG00000142192 1
ENSG00000164885 ENSG00000008056 1
ENSG00000164885 ENSG00000169398 1
ENSG00000164885 ENSG00000141682 -1
ENSG00000164885 ENSG00000134852 1
ENSG00000164885 ENSG00000149295 -1
ENSG00000164885 ENSG00000106976 1
ENSG00000164885 ENSG00000166579 1
ENSG00000164885 ENSG00000078142 -1
ENSG00000164885 ENSG00000183454 1
ENSG00000164885 ENSG00000136628 -1
ENSG00000164885 ENSG00000113319 1
ENSG00000164885 ENSG00000072832 1
ENSG00000164885 ENSG00000168610 1
ENSG00000164885 ENSG00000141510 1
ENSG00000164885 ENSG00000065361 1
ENSG00000164885 ENSG00000197386 1
ENSG00000164885 ENSG00000102908 1
ENSG00000164885 ENSG00000113657 1
ENSG00000164885 ENSG00000186868 -1
ENSG00000164885 ENSG00000197122 1
ENSG00000164885 ENSG00000068305 -1
ENSG00000164885 ENSG00000186111 -1
ENSG00000164885 ENSG00000100285 1
ENSG00000164885 ENSG00000092964 -1
ENSG00000164885 ENSG00000197892 -1
ENSG00000164885 ENSG00000159082 1
ENSG00000164885 ENSG00000139687 -1
CDK5_CDK5R1 ENSG00000186868 -1
CDK5_CDK5R1 ENSG00000111707 1
CDK5_CDK5R1 ENSG00000141510 1
CDK5_CDK5R1 ENSG00000166579 1
CDK5_CDK5R1 ENSG00000169032 -1
CDK5_CDK5R1 ENSG00000077279 1
ENSG00000176749 ENSG00000164715 1
ENSG00000176749 ENSG00000149269 -1
ENSG00000136861 ENSG00000117399 -1
ENSG00000136861 ENSG00000131462 1
ENSG00000136861 ENSG00000142192 1
ENSG00000108465 ENSG00000170312 1
ENSG00000108465 ENSG00000149554 -1
ENSG00000105810 ENSG00000117450 -1
ENSG00000105810 ENSG00000171791 -1
ENSG00000105810 ENSG00000124762 -1
ENSG00000105810 ENSG00000168036 1
ENSG00000105810 ENSG00000103479 -1
ENSG00000105810 ENSG00000139687 -1
ENSG00000105810 ENSG00000159216 1
ENSG00000134058 ENSG00000131759 1
ENSG00000134058 ENSG00000169083 -1
ENSG00000134058 ENSG00000135446 1
ENSG00000134058 ENSG00000073111 1
ENSG00000134058 ENSG00000248333 1
ENSG00000134058 ENSG00000170312 1
ENSG00000134058 ENSG00000088930 1
ENSG00000134058 ENSG00000091831 1
ENSG00000134058 ENSG00000123374 1
ENSG00000134058 ENSG00000204531 1
ENSG00000134058 ENSG00000141510 1
ENSG00000134058 ENSG00000101412 -1
ENSG00000134058 ENSG00000284832 -1
ENSG00000134058 ENSG00000172819 1
ENSG00000134058 ENSG00000136931 1
ENSG00000134058 ENSG00000181222 -1
ENSG00000132964 ENSG00000134480 -1
ENSG00000132964 ENSG00000170365 -1
ENSG00000132964 ENSG00000166949 -1
ENSG00000132964 ENSG00000148400 1
ENSG00000132964 ENSG00000101412 -1
ENSG00000132964 ENSG00000112237 1
ENSG00000136807 ENSG00000166949 -1
ENSG00000136807 ENSG00000284832 1
ENSG00000136807 ENSG00000163743 -1
ENSG00000136807 ENSG00000196235 1
ENSG00000136807 ENSG00000139687 1
ENSG00000136807 ENSG00000140396 1
ENSG00000136807 ENSG00000141510 1
ENSG00000136807 ENSG00000170365 -1
ENSG00000136807 ENSG00000181222 1
ENSG00000008086 ENSG00000078053 -1
ENSG00000124762 ENSG00000118971 -1
ENSG00000124762 ENSG00000168610 -1
ENSG00000124762 ENSG00000145386 -1
ENSG00000124762 ENSG00000170312 -1
ENSG00000124762 ENSG00000132646 -1
ENSG00000124762 CCNE2_CDK2 -1
ENSG00000124762 ENSG00000122008 -1
ENSG00000124762 ENSG00000112576 -1
ENSG00000124762 ENSG00000133101 -1
ENSG00000124762 ENSG00000175305 -1
ENSG00000124762 ENSG00000110092 -1
ENSG00000124762 ENSG00000168496 -1
ENSG00000124762 ENSG00000250506 -1
ENSG00000124762 ENSG00000105173 -1
ENSG00000124762 ENSG00000139687 -1
ENSG00000124762 CCNB1_CDK1 -1
ENSG00000111276 ENSG00000112576 -1
ENSG00000111276 ENSG00000105173 -1
ENSG00000111276 ENSG00000145386 -1
ENSG00000111276 ENSG00000133101 -1
ENSG00000111276 ENSG00000135446 -1
ENSG00000111276 ENSG00000067560 -1
ENSG00000111276 ENSG00000118971 -1
ENSG00000111276 ENSG00000110092 -1
ENSG00000111276 CCNE2_CDK2 -1
ENSG00000111276 ENSG00000175305 -1
ENSG00000129757 ENSG00000135446 -1
ENSG00000147889 ENSG00000123374 -1
ENSG00000147889 ENSG00000141510 -1
ENSG00000147889 ENSG00000171552 -1
ENSG00000147889 ENSG00000135446 -1
ENSG00000147889 CCND1_CDK4 -1
ENSG00000147889 ENSG00000175054 1
ENSG00000147889 ENSG00000105810 -1
ENSG00000147889 ENSG00000086758 -1
ENSG00000147889 ENSG00000135679 -1
ENSG00000147889 ENSG00000172977 -1
ENSG00000168564 ENSG00000141510 1
ENSG00000147883 ENSG00000105810 -1
ENSG00000147883 ENSG00000135446 -1
ENSG00000123080 ENSG00000135446 -1
ENSG00000123080 ENSG00000105810 -1
ENSG00000129355 ENSG00000105810 1
ENSG00000129355 ENSG00000135446 1
ENSG00000100526 ENSG00000123374 -1
ENSG00000129596 ENSG00000164690 1
ENSG00000064309 ENSG00000008294 1
ENSG00000064309 ENSG00000112062 1
ENSG00000064309 ENSG00000140299 1
ENSG00000064309 ENSG00000097007 1
ENSG00000140743 ENSG00000136997 1
ENSG00000167513 ENSG00000073111 1
ENSG00000167513 MCM2_MCM3_MCM4_MCM5_MCM6_MCM7 1
ENSG00000245848 ENSG00000198223 1
ENSG00000245848 ENSG00000197561 1
ENSG00000245848 ENSG00000018280 1
ENSG00000245848 ENSG00000170458 1
ENSG00000245848 ENSG00000012223 1
ENSG00000245848 ENSG00000136997 -1
ENSG00000245848 ENSG00000119535 1
ENSG00000245848 ENSG00000005381 1
ENSG00000245848 ENSG00000182578 1
ENSG00000245848 ENSG00000066336 1
ENSG00000245848 ENSG00000090382 1
ENSG00000245848 ENSG00000158773 1
ENSG00000172216 ENSG00000080824 1
ENSG00000172216 ENSG00000118260 1
ENSG00000172216 ENSG00000277632 1
ENSG00000172216 ENSG00000229314 1
ENSG00000172216 ENSG00000129988 1
ENSG00000172216 ENSG00000168610 1
ENSG00000172216 ENSG00000150907 1
ENSG00000172216 ENSG00000124813 1
ENSG00000172216 ENSG00000205250 1
ENSG00000092067 ENSG00000153879 1
ENSG00000149187 ENSG00000134001 1
ENSG00000145241 CENPA_H2AC4_H2BC11_H4C15 1
ENSG00000138778 ENSG00000156970 1
ENSG00000123219 ENSG00000110693 1
ENSG00000166451 CENPA_H2AC4_H2BC11_H4C15 1
ENSG00000169689 ENSG00000187790 1
ENSG00000101639 ENSG00000087586 1
ENSG00000198707 ENSG00000167461 1
ENSG00000213066 ENSG00000101367 1
ENSG00000101624 ENSG00000166851 -1
ENSG00000130695 ENSG00000073111 1
ENSG00000100422 ENSG00000132155 1
ENSG00000172361 ENSG00000204815 1
ENSG00000172361 ENSG00000039139 1
ENSG00000172361 ENSG00000105877 1
ENSG00000243649 ENSG00000125730 1
ENSG00000197766 ENSG00000243649 1
ENSG00000000971 ENSG00000125730 -1
ENSG00000000971 ENSG00000132693 -1
ENSG00000000971 ENSG00000205403 1
ENSG00000000971 ENSG00000243649 -1
ENSG00000000971 ENSG00000188404 1
ENSG00000244414 ENSG00000125730 1
ENSG00000244414 ENSG00000000971 -1
ENSG00000205403 ENSG00000125730 -1
ENSG00000172757 ENSG00000143632 1
ENSG00000172757 ENSG00000159251 -1
ENSG00000003402 ENSG00000144848 -1
ENSG00000003402 ENSG00000102871 -1
ENSG00000003402 ENSG00000168040 -1
ENSG00000003402 ENSG00000137275 -1
ENSG00000003402 ENSG00000204209 -1
ENSG00000003402 ENSG00000003400 -1
ENSG00000003402 ENSG00000064012 -1
ENSG00000135346 ENSG00000170820 1
ENSG00000135346 ENSG00000138039 1
ENSG00000135346 ENSG00000078549 1
ENSG00000135346 ENSG00000165409 1
ENSG00000104827 ENSG00000138039 1
ENSG00000196337 ENSG00000138039 1
ENSG00000143375 ENSG00000116584 -1
ENSG00000136457 ENSG00000164171 1
ENSG00000136457 ENSG00000150093 1
ENSG00000198824 ENSG00000116670 1
ENSG00000070748 ENSG00000180720 1
ENSG00000070748 ENSG00000184984 1
ENSG00000070748 ENSG00000181072 1
ENSG00000070748 ENSG00000133019 1
ENSG00000070748 ENSG00000168539 1
ENSG00000153922 SF3A1_SF3A2_SF3A3 1
ENSG00000173575 ENSG00000129152 1
ENSG00000173575 ENSG00000152422 1
ENSG00000173575 ENSG00000163041 1
ENSG00000100888 ENSG00000168036 -1
ENSG00000149554 ENSG00000164611 1
ENSG00000149554 ENSG00000112039 1
ENSG00000149554 ENSG00000166483 1
ENSG00000149554 ENSG00000139618 1
ENSG00000149554 ENSG00000101224 -1
ENSG00000149554 ENSG00000158402 -1
ENSG00000149554 ENSG00000051180 1
ENSG00000149554 ENSG00000146872 -1
ENSG00000149554 ENSG00000187866 -1
ENSG00000149554 ENSG00000286522 -1
ENSG00000149554 ENSG00000109320 -1
ENSG00000149554 ENSG00000114670 1
ENSG00000149554 ENSG00000139687 1
ENSG00000149554 ENSG00000115392 1
ENSG00000149554 ENSG00000178999 1
ENSG00000149554 ENSG00000163041 1
ENSG00000149554 ENSG00000164045 -1
ENSG00000149554 ENSG00000078900 1
ENSG00000149554 ENSG00000092853 1
ENSG00000149554 ENSG00000165025 -1
ENSG00000149554 ENSG00000198586 -1
ENSG00000149554 ENSG00000141510 1
ENSG00000149554 ENSG00000112242 1
ENSG00000149554 ENSG00000119048 1
ENSG00000149554 ENSG00000198625 -1
ENSG00000149554 ENSG00000144554 1
ENSG00000149554 ENSG00000167986 -1
ENSG00000149554 ENSG00000097046 1
ENSG00000149554 ENSG00000197299 1
ENSG00000149554 ENSG00000169016 -1
ENSG00000183765 ENSG00000066044 1
ENSG00000183765 ENSG00000134086 1
ENSG00000183765 ENSG00000101412 1
ENSG00000183765 ENSG00000164611 1
ENSG00000183765 ENSG00000126581 1
ENSG00000183765 ENSG00000186868 -1
ENSG00000183765 ENSG00000158402 -1
ENSG00000183765 ENSG00000164045 -1
ENSG00000183765 ENSG00000132604 -1
ENSG00000183765 ENSG00000141510 1
ENSG00000183765 ENSG00000078304 1
ENSG00000183765 ENSG00000157404 1
ENSG00000183765 ENSG00000135679 -1
ENSG00000183765 ENSG00000111875 -1
ENSG00000183765 ENSG00000112742 1
ENSG00000183765 ENSG00000111206 1
ENSG00000183765 ENSG00000275700 1
ENSG00000183765 ENSG00000198625 -1
ENSG00000183765 ENSG00000023734 1
ENSG00000183765 ENSG00000012048 1
ENSG00000183765 ENSG00000139687 1
ENSG00000183765 ENSG00000058335 -1
ENSG00000183765 ENSG00000142168 1
ENSG00000183765 ENSG00000073050 1
ENSG00000072609 ENSG00000166851 -1
ENSG00000110721 ENSG00000146648 1
ENSG00000134121 ENSG00000151150 1
ENSG00000134121 ENSG00000029534 1
ENSG00000134121 ENSG00000145362 1
ENSG00000188419 ENSG00000137955 -1
ENSG00000188419 ENSG00000100949 -1
ENSG00000131165 ENSG00000132612 -1
ENSG00000128656 ENSG00000136238 -1
ENSG00000128656 ENSG00000176749 1
ENSG00000106069 ENSG00000136238 -1
ENSG00000187446 ENSG00000149269 1
ENSG00000166869 ENSG00000090020 -1
ENSG00000090539 ENSG00000125845 -1
ENSG00000168539 ENSG00000065135 1
ENSG00000168539 ENSG00000127955 1
ENSG00000168539 ENSG00000088256 1
ENSG00000168539 ENSG00000172354 1
ENSG00000168539 ENSG00000156052 1
ENSG00000168539 ENSG00000156049 1
ENSG00000181072 ENSG00000156049 1
ENSG00000181072 ENSG00000060558 1
ENSG00000181072 ENSG00000088256 1
ENSG00000181072 ENSG00000087258 1
ENSG00000181072 ENSG00000127955 1
ENSG00000181072 ENSG00000172354 1
ENSG00000181072 ENSG00000065135 1
ENSG00000133019 ENSG00000060558 1
ENSG00000133019 ENSG00000127955 1
ENSG00000133019 ENSG00000156049 1
ENSG00000133019 ENSG00000156052 1
ENSG00000133019 ENSG00000065135 1
ENSG00000180720 ENSG00000172354 1
ENSG00000180720 ENSG00000127955 1
ENSG00000180720 ENSG00000087258 1
ENSG00000180720 ENSG00000065135 1
ENSG00000180720 ENSG00000101210 1
ENSG00000184984 ENSG00000156052 1
ENSG00000184984 ENSG00000060558 1
ENSG00000184984 ENSG00000128266 1
ENSG00000184984 ENSG00000127955 1
ENSG00000184984 ENSG00000156049 1
ENSG00000184984 ENSG00000087258 1
ENSG00000184984 ENSG00000065135 1
ENSG00000175344 ENSG00000067560 1
ENSG00000147432 ENSG00000134982 1
ENSG00000213341 ENSG00000109320 -1
ENSG00000213341 ENSG00000163041 1
ENSG00000213341 ENSG00000104825 1
ENSG00000213341 NFKB1_RELA -1
ENSG00000213341 ENSG00000103197 -1
ENSG00000213341 ENSG00000100906 -1
ENSG00000213341 ENSG00000076604 -1
ENSG00000213341 ENSG00000106052 1
ENSG00000213341 ENSG00000125798 -1
ENSG00000213341 ENSG00000005339 1
ENSG00000213341 ENSG00000104856 -1
ENSG00000213341 ENSG00000169047 -1
ENSG00000213341 ENSG00000110092 -1
ENSG00000213341 ENSG00000168148 1
ENSG00000213341 ENSG00000077150 1
ENSG00000213341 ENSG00000185507 1
ENSG00000213341 ENSG00000118689 -1
ENSG00000213341 ENSG00000198793 1
ENSG00000213341 ENSG00000173039 1
ENSG00000213341 ENSG00000124151 1
ENSG00000213341 ENSG00000104365 1
ENSG00000213341 ENSG00000196498 -1
CHUK_IKBKB_IKBKG ENSG00000100906 -1
CHUK_IKBKB_IKBKG NFKB1_RELA 1
CHUK_IKBKB_IKBKG ENSG00000118689 -1
CHUK_IKBKB_IKBKG ENSG00000002330 -1
CHUK_IKBKB_IKBKG ENSG00000083799 -1
CHUK_IKBKB_IKBKG ENSG00000196498 -1
CHUK_IKBKB_IKBKG ENSG00000269335 -1
ENSG00000185043 ITGA2B_ITGB3 -1
ENSG00000185043 ENSG00000149269 1
ENSG00000179583 ENSG00000143390 1
ENSG00000179583 ENSG00000120837 1
ENSG00000179583 ENSG00000122180 -1
ENSG00000179583 ENSG00000064490 1
ENSG00000112144 ENSG00000141564 1
ENSG00000112144 AKT1S1_DEPTOR_MLST8_MTOR_RPTOR 1
ENSG00000145354 ENSG00000171791 1
ENSG00000114737 ENSG00000112964 -1
ENSG00000114737 ENSG00000116678 1
ENSG00000114737 ENSG00000126561 1
ENSG00000114737 ENSG00000113494 1
ENSG00000122966 ENSG00000118193 1
ENSG00000122966 ENSG00000101335 1
ENSG00000125931 ENSG00000141646 1
ENSG00000166165 ENSG00000075624 1
ENSG00000173207 ENSG00000145604 1
ENSG00000173207 ENSG00000111276 1
ENSG00000173207 ENSG00000170312 1
ENSG00000123975 ENSG00000138778 1
ENSG00000074054 ENSG00000101367 1
ENSG00000074054 ENSG00000130779 1
ENSG00000074054 ENSG00000106665 1
ENSG00000163539 ENSG00000140575 1
ENSG00000163539 ENSG00000130779 1
ENSG00000163539 ENSG00000101367 1
ENSG00000163539 ENSG00000106665 1
ENSG00000121940 ENSG00000225973 1
ENSG00000175505 ENSG00000122756 1
ENSG00000175505 ENSG00000006016 1
ENSG00000175505 ENSG00000113594 1
ENSG00000175505 ENSG00000134352 1
ENSG00000163347 ENSG00000087245 1
ENSG00000130779 ENSG00000204843 1
ENSG00000013441 ENSG00000097007 -1
ENSG00000013441 ENSG00000136875 1
ENSG00000013441 ENSG00000196396 1
ENSG00000013441 ENSG00000096063 1
ENSG00000013441 ENSG00000136450 1
ENSG00000013441 ENSG00000124193 1
ENSG00000013441 ENSG00000134453 1
ENSG00000176444 ENSG00000196396 1
ENSG00000113240 ENSG00000097007 -1
ENSG00000182372 ENSG00000119335 -1
ENSG00000182372 ENSG00000113575 1
ENSG00000134852 ENSG00000286522 1
ENSG00000134852 ENSG00000133794 1
ENSG00000134852 ENSG00000254585 -1
ENSG00000172409 ENSG00000167005 1
ENSG00000092853 ENSG00000119048 1
ENSG00000120885 ENSG00000081479 1
ENSG00000079101 ENSG00000135898 1
ENSG00000092009 ENSG00000078401 1
ENSG00000092009 ENSG00000124205 1
ENSG00000170293 ENSG00000146648 1
ENSG00000142675 ENSG00000132155 1
ENSG00000142675 ENSG00000068028 1
ENSG00000149970 ENSG00000132155 1
ENSG00000155508 ENSG00000103490 -1
ENSG00000144580 ENSG00000146830 1
ENSG00000144580 ENSG00000204120 1
ENSG00000118432 ENSG00000146535 1
ENSG00000118432 ENSG00000196689 -1
ENSG00000118432 ENSG00000065135 1
ENSG00000118432 ENSG00000128266 1
ENSG00000118432 ENSG00000156049 1
ENSG00000118432 ENSG00000087258 1
ENSG00000118432 ENSG00000127955 1
ENSG00000118432 ENSG00000120063 1
ENSG00000118432 ENSG00000121764 1
ENSG00000118432 ENSG00000172354 1
ENSG00000188822 ENSG00000127955 1
ENSG00000188822 ENSG00000128266 1
ENSG00000188822 ENSG00000172354 1
ENSG00000188822 ENSG00000065135 1
ENSG00000188822 ENSG00000087258 1
ENSG00000242689 ENSG00000134352 1
ENSG00000242689 ENSG00000006016 1
ENSG00000242689 ENSG00000113594 1
ENSG00000242689 ENSG00000122756 1
ENSG00000122756 ENSG00000162434 1
ENSG00000018236 ENSG00000091129 1
ENSG00000018236 ENSG00000148400 1
ENSG00000134115 ENSG00000148400 1
ENSG00000119397 ENSG00000198707 -1
ENSG00000060718 ENSG00000164171 1
ENSG00000060718 ENSG00000150093 1
ENSG00000182871 ENSG00000161638 1
ENSG00000182871 ENSG00000063660 1
ENSG00000182871 ITGA5_ITGB1 1
ENSG00000182871 ENSG00000150093 1
ENSG00000108821 ENSG00000150093 1
ENSG00000108821 ENSG00000124145 1
ENSG00000108821 ENSG00000115884 1
ENSG00000108821 ENSG00000162733 1
ENSG00000108821 ENSG00000088053 1
ENSG00000108821 ENSG00000137809 1
ENSG00000108821 ENSG00000026508 1
ENSG00000108821 ENSG00000204580 1
ENSG00000108821 ITGA11_ITGB1 1
ENSG00000108821 ENSG00000164171 1
ENSG00000108821 ENSG00000138448 1
ENSG00000108821 ITGA2_ITGB1 1
ENSG00000108821 ITGA1_ITGB1 1
ENSG00000108821 ENSG00000161638 1
ENSG00000164692 ITGA1_ITGB1 1
ENSG00000164692 ENSG00000124145 1
ENSG00000164692 ENSG00000137809 1
ENSG00000164692 ENSG00000138448 1
